ModChr,ModStart,ModEnd,Strand,ModID,ModType,Motif score,Support Num,Cell/Tissue,Seq Type,Transcript ID Num,Conserved Sites Num,snoRNA List,Writer Name,source_table
11,59557535,59557536,-,Nm_site_943,Gm,noScore,1,cytosolic,na,2,0,na,"NOP56,NOP58",RMBase_2O-Me
11,59557537,59557538,-,Nm_site_944,Cm,noScore,1,cytosolic,na,2,0,na,"NOP56,NOP58",RMBase_2O-Me
11,59557541,59557542,-,Pseudo_site_870,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
11,59557542,59557543,-,Pseudo_site_871,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
11,59557543,59557544,-,otherMod_site_284,"m2,2G",noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59557552,59557553,-,otherMod_site_285,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59557553,59557554,-,otherMod_site_286,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59557555,59557556,-,m1A_site_188,m1A,noScore,1,cytosolic,na,2,0,na,na,RMBase_m1A
11,59557559,59557560,-,otherMod_site_287,m2G,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59566413,59566414,-,Pseudo_site_874,Y,noScore,1,cytosolic,na,1,0,na,na,RMBase_v3_human_original
11,59566415,59566416,-,otherMod_site_290,o2yW,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59566418,59566419,-,Nm_site_945,Gm,noScore,1,cytosolic,na,2,0,na,na,RMBase_2O-Me
11,59566420,59566421,-,Nm_site_946,Cm,noScore,1,cytosolic,na,2,0,na,na,RMBase_2O-Me
11,59566424,59566425,-,Pseudo_site_875,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
11,59566425,59566426,-,Pseudo_site_876,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
11,59566426,59566427,-,otherMod_site_291,"m2,2G",noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59566435,59566436,-,otherMod_site_292,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59566436,59566437,-,otherMod_site_293,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,59566438,59566439,-,m1A_site_190,m1A,noScore,1,cytosolic,na,2,0,na,na,RMBase_m1A
11,59566442,59566443,-,otherMod_site_294,m2G,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
11,60891075,60891076,-,m7G_site_152,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
11,60891076,60891077,-,m7G_site_153,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
11,61131305,61131306,-,m7G_site_154,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
11,61801908,61801909,-,m7G_site_155,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,62145229,62145230,+,m7G_site_156,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
11,62146671,62146672,+,m7G_site_157,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,62359043,62359044,+,otherMod_site_296,D,noScore,1,cytosolic,na,7,0,na,na,RMBase_other
11,62359044,62359045,+,otherMod_site_297,D,noScore,1,cytosolic,na,7,0,na,na,RMBase_other
11,62592731,62592732,+,otherMod_site_298,D,noScore,1,cytosolic,na,1,0,na,na,RMBase_other
11,62664920,62664921,-,m7G_site_158,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",8,0,na,na,RMBase_m7G
11,62715143,62715144,-,m7G_site_159,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,62715148,62715149,-,m7G_site_160,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,62891621,62891622,-,Pseudo_site_906,Y,noScore,1,cytosolic,na,0,0,na,na,RMBase_v3_human_original
11,62891624,62891625,-,otherMod_site_301,m2G,noScore,1,cytosolic,na,0,0,na,na,RMBase_other
11,64238580,64238581,+,m7G_site_161,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
11,64318160,64318161,+,m7G_site_162,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
11,65034876,65034877,+,m7G_site_163,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",8,0,na,na,RMBase_m7G
11,65116948,65116949,-,m7G_site_164,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,65122186,65122187,-,m7G_site_165,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
11,65423441,65423442,+,m7G_site_166,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",6,0,na,na,RMBase_m7G
11,65500854,65500855,+,m7G_site_167,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
11,65589968,65589969,+,m7G_site_168,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,65598291,65598292,-,m7G_site_169,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
11,65655734,65655735,-,m7G_site_170,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",9,0,na,na,RMBase_m7G
11,6612126,6612127,-,m7G_site_140,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",5,0,na,na,RMBase_m7G
11,66267791,66267792,+,m7G_site_171,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",7,0,na,na,RMBase_m7G
11,66348135,66348136,+,Nm_site_1029,Gm,noScore,1,cytosolic,na,4,0,na,"NOP56,NOP58",RMBase_2O-Me
11,66348137,66348138,+,otherMod_site_302,D,noScore,1,cytosolic,na,4,0,na,na,RMBase_other
11,66348138,66348139,+,otherMod_site_303,D,noScore,1,cytosolic,na,4,0,na,na,RMBase_other
11,66687639,66687640,-,m7G_site_172,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",7,0,na,na,RMBase_m7G
11,67286432,67286433,+,m7G_site_173,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
11,674718,674719,-,m7G_site_136,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",5,0,na,na,RMBase_m7G
11,68262484,68262485,-,m7G_site_174,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
11,694950,694951,-,m7G_site_137,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,70419807,70419808,+,m7G_site_175,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",5,0,na,na,RMBase_m7G
11,72006256,72006257,-,m7G_site_176,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",10,0,na,na,RMBase_m7G
11,73760584,73760585,-,m7G_site_177,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",9,0,na,na,RMBase_m7G
11,73982770,73982771,-,m7G_site_178,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",6,0,na,na,RMBase_m7G
11,74949261,74949262,+,m7G_site_179,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
11,768350,768351,-,m7G_site_138,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",7,0,na,na,RMBase_m7G
11,77886472,77886473,+,Nm_site_1054,Cm,noScore,4,"HEK293,cytosolic",RiboMeth-seq,7,0,SNORD88A;SNORD88B;SNORD88C,"FBL,NOP56,NOP58",RMBase_2O-Me
11,77886529,77886530,+,Pseudo_site_964,Y,noScore,3,cytosolic,na,7,0,SNORA23,na,RMBase_v3_human_original
11,77886531,77886532,+,Nm_site_1061,Am,noScore,4,"HEK293,cytosolic",RiboMeth-seq,7,0,SNORD46,"FBL,NOP56,NOP58",RMBase_2O-Me
11,77886533,77886534,+,Pseudo_site_965,Y,noScore,4,cytosolic,na,7,0,SNORA74A;SNORA74B,na,RMBase_v3_human_original
11,77886535,77886536,+,Pseudo_site_966,Y,noScore,4,cytosolic,na,7,0,SNORA74A;SNORA74B,na,RMBase_v3_human_original
11,77886539,77886540,+,Pseudo_site_967,Y,noScore,3,cytosolic,na,7,0,na,na,RMBase_v3_human_original
11,77886541,77886542,+,Pseudo_site_968,Y,noScore,3,cytosolic,na,7,0,na,na,RMBase_v3_human_original
11,77886593,77886594,+,Pseudo_site_969,Y,noScore,3,cytosolic,na,7,0,SNORA54,na,RMBase_v3_human_original
11,77886596,77886597,+,Nm_site_1069,Am,noScore,5,"HEK293,PA1,cytosolic","RiboMeth-seq,RibOxi-seq",7,0,SNORD30,"FBL,NOP56,NOP58",RMBase_2O-Me
11,77886601,77886602,+,Nm_site_1074,Am,noScore,4,"HEK293,cytosolic",RiboMeth-seq,7,0,SNORD79,"FBL,NOP56,NOP58",RMBase_2O-Me
11,77886612,77886613,+,Nm_site_1079,Cm,noScore,4,"HEK293,cytosolic",RiboMeth-seq,7,0,SNORD74,"FBL,NOP56,NOP58",RMBase_2O-Me
11,77886615,77886616,+,Pseudo_site_970,Y,noScore,4,cytosolic,na,7,0,SNORA58,na,RMBase_v3_human_original
11,77886622,77886623,+,Pseudo_site_971,Y,noScore,4,cytosolic,na,7,0,SNORA62,na,RMBase_v3_human_original
11,77886624,77886625,+,Pseudo_site_972,Y,noScore,4,cytosolic,na,7,0,SNORA62;SNORA8,na,RMBase_v3_human_original
11,77886691,77886692,+,Pseudo_site_973,Y,noScore,3,cytosolic,na,7,0,SNORA3;SNORA45,na,RMBase_v3_human_original
11,77886696,77886697,+,Nm_site_1090,Um,noScore,4,"HEK293,cytosolic",RiboMeth-seq,7,0,SNORD52,"FBL,NOP56,NOP58",RMBase_2O-Me
11,866855,866856,+,m7G_site_139,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",10,0,na,na,RMBase_m7G
11,9169904,9169905,-,m7G_site_141,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
12,101395007,101395008,-,m7G_site_220,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
12,10704134,10704135,-,m7G_site_195,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",10,0,na,na,RMBase_m7G
12,110435160,110435161,-,m6A_site_208319,m6A,3.64304761904762,2,"HEK293,HEK293T","m6A-REF-seq,DART-seq",3,0,na,na,RMBase_m6A
12,110720715,110720716,-,m6A_site_208653,m6A,3.64304761904762,2,"HeLa,HEK293","m6A-seq,m6A-REF-seq",4,0,na,na,RMBase_m6A
12,116417648,116417649,+,m1A_site_256,m1A,noScore,1,cytosolic,na,1,0,na,na,RMBase_m1A
12,118136070,118136071,+,m7G_site_221,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",0,0,na,na,RMBase_m7G
12,119734242,119734243,-,m7G_site_222,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",8,0,na,na,RMBase_m7G
12,121309780,121309781,-,m6A_site_213677,m6A,3.64304761904762,2,"HEK293,kidney,hESC-HEK293T","m6A-REF-seq,MAZTER-seq",9,1,na,na,RMBase_m6A
12,122328280,122328281,-,m7G_site_223,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",8,0,na,na,RMBase_m7G
12,122333111,122333112,-,m7G_site_224,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",9,0,na,na,RMBase_m7G
12,1236860,1236861,+,m7G_site_190,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",15,0,na,na,RMBase_m7G
12,124014187,124014188,+,m7G_site_225,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",7,0,na,na,RMBase_m7G
12,124378278,124378279,-,m7G_site_226,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",7,0,na,na,RMBase_m7G
12,124927857,124927858,-,m1A_site_266,m1A,noScore,2,"HEK293T,cytosolic",m1A-seq,2,0,na,na,RMBase_m1A
12,124927860,124927861,-,Pseudo_site_1282,Y,noScore,1,cytosolic,na,1,0,na,na,RMBase_v3_human_original
12,124927861,124927862,-,otherMod_site_338,m5U,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,124927866,124927867,-,m5C_site_11418,m5C,noScore,2,cytosolic,na,2,0,na,na,RMBase_m5C
12,124927868,124927869,-,otherMod_site_339,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,124927876,124927877,-,Pseudo_site_1283,Y,noScore,1,cytosolic,na,1,0,na,na,RMBase_v3_human_original
12,124927878,124927879,-,otherMod_site_340,o2yW,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,124927881,124927882,-,Nm_site_1544,Gm,noScore,1,cytosolic,na,2,0,na,FBL,RMBase_2O-Me
12,124927883,124927884,-,Nm_site_1545,Cm,noScore,1,cytosolic,na,2,0,na,FBL,RMBase_2O-Me
12,124927887,124927888,-,Pseudo_site_1284,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
12,124927888,124927889,-,Pseudo_site_1285,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
12,124927889,124927890,-,otherMod_site_341,"m2,2G",noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,124927898,124927899,-,otherMod_site_342,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,124927899,124927900,-,otherMod_site_343,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,124927901,124927902,-,m1A_site_267,m1A,noScore,1,cytosolic,na,2,0,na,na,RMBase_m1A
12,124927905,124927906,-,otherMod_site_344,m2G,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,127165966,127165967,-,Pseudo_site_1291,Y,noScore,4,cytosolic,na,1,0,SNORA22;SNORA64,na,RMBase_v3_human_original
12,127165975,127165976,-,Pseudo_site_1292,Y,noScore,3,cytosolic,na,1,0,SNORA22;SNORA33,na,RMBase_v3_human_original
12,127166003,127166004,-,Pseudo_site_1293,Y,noScore,3,cytosolic,na,1,0,SNORA43,na,RMBase_v3_human_original
12,127166004,127166005,-,Pseudo_site_1294,Y,noScore,3,cytosolic,na,1,0,SNORA17,na,RMBase_v3_human_original
12,127166393,127166394,-,Pseudo_site_1295,Y,noScore,3,cytosolic,na,1,0,SNORA17,na,RMBase_v3_human_original
12,127166409,127166410,-,Pseudo_site_1296,Y,noScore,4,cytosolic,na,1,0,SNORA30;SNORA37,na,RMBase_v3_human_original
12,12721335,12721336,+,m7G_site_196,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,13000136,13000137,-,m7G_site_197,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
12,131929986,131929987,+,m7G_site_228,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",10,0,na,na,RMBase_m7G
12,131941459,131941460,+,m7G_site_229,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",6,0,na,na,RMBase_m7G
12,14800769,14800770,-,m7G_site_198,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
12,16941694,16941695,+,Pseudo_site_1082,Y,noScore,1,cytosolic,na,1,0,na,na,RMBase_v3_human_original
12,16941697,16941698,+,Nm_site_1244,Cm,noScore,1,cytosolic,na,1,0,na,"FBL,NOP58",RMBase_2O-Me
12,1786602,1786603,+,m7G_site_191,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
12,19613833,19613834,+,otherMod_site_318,m2G,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,19613837,19613838,+,m1A_site_227,m1A,noScore,1,cytosolic,na,2,0,na,na,RMBase_m1A
12,19613839,19613840,+,otherMod_site_319,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,19613840,19613841,+,otherMod_site_320,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,19613849,19613850,+,otherMod_site_321,"m2,2G",noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,19613850,19613851,+,Pseudo_site_1087,Y,noScore,1,cytosolic,na,2,0,na,na,RMBase_v3_human_original
12,19613851,19613852,+,Pseudo_site_1088,Y,noScore,1,cytosolic,na,2,0,na,na,RMBase_v3_human_original
12,20551433,20551434,+,Nm_site_1248,Um,noScore,6,"HeLa,HEK293,PA1,cytosolic","2OMe-seq,RiboMeth-seq,RibOxi-seq",3,0,SNORD110,NOP56,RMBase_2O-Me
12,20551471,20551472,+,otherMod_site_322,Ym,noScore,1,cytosolic,na,3,0,na,na,RMBase_other
12,20551473,20551474,+,Nm_site_1251,Gm,noScore,5,"HEK293,PA1,cytosolic","RiboMeth-seq,RibOxi-seq",3,0,SNORD32A;SNORD32B,na,RMBase_2O-Me
12,20551482,20551483,+,otherMod_site_323,ac4C,noScore,1,cytosolic,na,3,0,na,na,RMBase_other
12,20551492,20551493,+,Pseudo_site_1089,Y,noScore,4,cytosolic,na,3,0,SNORA4,na,RMBase_v3_human_original
12,20551512,20551513,+,Pseudo_site_1090,Y,noScore,4,cytosolic,na,3,0,SNORA15,na,RMBase_v3_human_original
12,20551528,20551529,+,Nm_site_1252,Am,noScore,5,"HeLa,HEK293,PA1,cytosolic","2OMe-seq,RiboMeth-seq,RibOxi-seq",3,0,na,na,RMBase_2O-Me
12,20551536,20551537,+,Nm_site_1253,Cm,noScore,6,"HeLa,HEK293,PA1,cytosolic","2OMe-seq,RiboMeth-seq,RibOxi-seq",3,0,SNORD28,na,RMBase_2O-Me
12,21475472,21475473,-,m7G_site_199,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,2799934,2799935,+,m7G_site_192,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,31287768,31287769,-,m7G_site_200,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",8,0,na,na,RMBase_m7G
12,34219700,34219701,-,Nm_site_1283,Gm,noScore,4,"HEK293,cytosolic",RiboMeth-seq,1,0,SNORD91A;SNORD91B,"FBL,NOP56,NOP58",RMBase_2O-Me
12,48830150,48830151,-,m7G_site_201,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,49185035,49185036,-,m7G_site_202,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
12,49791418,49791419,-,m7G_site_203,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,49997043,49997044,-,m7G_site_204,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",6,0,na,na,RMBase_m7G
12,49997044,49997045,-,m7G_site_205,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",6,0,na,na,RMBase_m7G
12,50077321,50077322,+,m6A_site_187544,m6A,3.64304761904762,2,"HeLa,HEK293","m6A-seq,m6A-REF-seq",6,1,na,na,RMBase_m6A
12,50764289,50764290,+,m7G_site_206,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
12,53295556,53295557,+,m7G_site_207,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",13,0,na,na,RMBase_m7G
12,53989219,53989220,+,m7G_site_208,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",5,0,na,na,RMBase_m7G
12,56190394,56190395,+,otherMod_site_330,m3C,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
12,56229752,56229753,+,m7G_site_209,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
12,56425131,56425132,-,m7G_site_210,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,57512810,57512811,+,m6A_site_195141,m6A,3.64304761904762,2,"brain,HEK293,hESC-HEK293T","m6A-REF-seq,MAZTER-seq",8,0,na,RBM15,RMBase_m6A
12,57547192,57547193,-,m7G_site_211,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
12,65463457,65463458,+,m7G_site_212,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",8,0,na,na,RMBase_m7G
12,69239599,69239600,+,m7G_site_213,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",5,0,na,na,RMBase_m7G
12,69258593,69258594,+,m6A_site_198423,m6A,3.64304761904762,2,"HeLa,HEK293","m6A-seq,m6A-REF-seq",5,0,na,na,RMBase_m6A
12,6936754,6936755,+,m7G_site_193,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
12,70278210,70278211,+,m7G_site_214,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",26,0,na,na,RMBase_m7G
12,71636923,71636924,-,m7G_site_215,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
12,76084687,76084688,-,m7G_site_216,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",5,0,na,na,RMBase_m7G
12,79690075,79690076,-,m7G_site_217,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
12,82353303,82353304,-,m7G_site_218,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",4,0,na,na,RMBase_m7G
12,85168967,85168968,-,Pseudo_site_1187,Y,noScore,3,cytosolic,na,1,0,SNORA26;SNORA27,na,RMBase_v3_human_original
12,95512893,95512894,+,m7G_site_219,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",6,0,na,na,RMBase_m7G
12,9695897,9695898,+,m7G_site_194,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",2,0,na,na,RMBase_m7G
13,113979270,113979271,-,m7G_site_239,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
13,114291657,114291658,+,m7G_site_240,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",10,0,na,na,RMBase_m7G
13,114291661,114291662,+,m7G_site_241,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",10,0,na,na,RMBase_m7G
13,25096420,25096421,+,m7G_site_230,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
13,30673978,30673979,-,m1A_site_272,m1A,noScore,1,cytosolic,na,2,0,na,na,RMBase_m1A
13,30673981,30673982,-,Pseudo_site_1318,Y,noScore,1,cytosolic,na,1,0,na,na,RMBase_v3_human_original
13,30673982,30673983,-,otherMod_site_349,xU,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30673989,30673990,-,otherMod_site_350,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30673999,30674000,-,otherMod_site_351,t6A,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674002,30674003,-,otherMod_site_352,QtRNA,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674008,30674009,-,Pseudo_site_1319,Y,noScore,1,cytosolic,na,1,0,na,na,RMBase_v3_human_original
13,30674009,30674010,-,Pseudo_site_1320,Y,noScore,2,cytosolic,na,1,0,na,na,RMBase_v3_human_original
13,30674010,30674011,-,otherMod_site_353,"m2,2G",noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674016,30674017,-,otherMod_site_354,acp3U,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674017,30674018,-,otherMod_site_355,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674021,30674022,-,otherMod_site_356,D,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674027,30674028,-,otherMod_site_357,m2G,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,30674028,30674029,-,otherMod_site_358,m1G,noScore,1,cytosolic,na,2,0,na,na,RMBase_other
13,47954491,47954492,-,m7G_site_232,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",11,0,na,na,RMBase_m7G
13,49691321,49691322,-,m7G_site_233,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",7,0,na,na,RMBase_m7G
13,77026867,77026868,-,m7G_site_234,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",3,0,na,na,RMBase_m7G
13,87678584,87678585,+,m7G_site_235,m7G,noScore,2,"A549,HeLa,HepG2","BoRed-seq&m7G-RIP-seq,m7G-seq",1,0,na,na,RMBase_m7G
13,94549664,94549665,-,m1A_site_277,m1A,noScore,1,cytosolic,na,2,0,na,na,RMBase_m1A
